CustomerID,Region,TownSize,Gender,Age,EducationYears,JobCategory,UnionMember,EmploymentLength,Retired,HouseholdIncome,DebtToIncomeRatio,CreditDebt,OtherDebt,LoanDefault,MaritalStatus,HouseholdSize,NumberPets,NumberCats,NumberDogs,NumberBirds,HomeOwner,CarsOwned,CarOwnership,CarBrand,CarValue,CommuteTime,Telecommute,PoliticalPartyMem,Votes,CreditCard,CardTenure,CardItemsMonthly,CardSpendMonthly,ActiveLifestyle,PhoneCoTenure,VoiceLastMonth,VoiceOverTenure,EquipmentRental,EquipmentLastMonth,EquipmentOverTenure,CallingCard,WirelessData,DataLastMonth,DataOverTenure,Multiline,VM,Pager,Internet,CallerID,CallWait,CallForward,ThreeWayCalling,EBilling,TVWatchingHours,OwnsPC,OwnsMobileDevice,OwnsGameSystem,OwnsFax,NewsSubscriber
0649-TBFJFL-QU4,5,2,0,63,14,6,1,29,0,424,10.7,13.111352,32.256648,0,1,2,0,0,0,0,1,3,1,0,88.6,29,,0,1,3,36,10,495.75,0,70,34.8,2540.15,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,1,24,0,0,0,0,1
2228-KOLOPU-FY3,5,5,1,28,11,1,0,4,0,23,4.8,0.190992,0.913008,0,1,3,10,1,0,0,1,0,-1,-1,1,30,,1,0,2,10,17,442.09,1,34,3.45,110.45,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,16,0,0,0,0,0
3853-NVDCOJ-TIN,1,1,1,78,16,1,0,10,1,22,15.2,0.692208,2.651792,0,0,1,0,0,0,0,0,2,1,1,10.8,23,,0,0,2,10,1,8.11,1,14,7.3,85.6,1,24.85,341.75,1,0,0,0,1,0,0,1,0,0,0,0,1,22,1,1,0,0,0
0765-UXAFYM-PDR,3,3,0,61,16,1,0,4,0,35,10.1,1.233715,2.301285,0,1,2,0,0,0,0,0,4,0,0,9.4,34,,0,0,1,27,8,271.98,0,53,11.2,567.05,0,0,0,1,0,0,0,0,1,0,1,1,1,1,1,0,25,1,1,1,0,0
9937-SFPLRK-H9Y,2,4,0,70,17,2,1,2,0,28,9.3,1.195236,1.408764,0,1,2,9,0,0,1,0,5,1,0,15.7,29,,1,1,1,26,8,267.71,1,59,14.25,805.8,0,0,0,1,0,0,0,1,0,1,3,0,1,0,1,0,21,1,0,1,0,0
0712-WQXYVV-HUP,4,1,0,61,14,6,0,18,1,12,21.5,0.56502,2.01498,0,0,1,0,0,0,0,1,3,1,0,5.8,25,,1,0,1,24,10,245.03,0,61,8.35,476.95,1,29.1,1790.8,1,0,0,0,0,0,0,3,0,1,0,0,0,13,1,0,1,0,0
6441-FJUWZQ-7G8,3,4,0,37,11,1,1,2,0,29,15.7,3.319137,1.233863,1,0,1,0,0,0,0,0,0,-1,-1,1,29,,0,0,5,12,17,556.61,1,39,13.1,504.45,1,43.5,1663.95,1,1,31.5,1199.2,1,1,1,4,1,1,1,1,1,21,1,1,1,0,1
7634-AVNEXZ-7AG,1,3,0,39,12,1,0,5,0,130,11.3,4.68611,10.00389,0,1,4,5,0,0,0,1,2,1,0,49.2,32,,1,1,4,2,12,453.74,0,6,1.5,11.15,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,32,1,1,0,0,0
2041-PNMGHX-TXJ,4,3,1,73,14,3,0,28,1,69,14.8,1.164168,9.047832,0,1,2,0,0,0,0,0,1,1,1,22.8,27,,0,0,2,32,6,212.67,0,62,25.45,1565.6,1,47.15,2874.15,1,1,53.2,3245.6,1,1,1,2,1,1,1,1,1,22,1,1,1,0,1
4626-BQZAUJ-V9K,5,4,1,26,16,2,0,0,0,24,11.7,1.297296,1.510704,1,1,6,1,0,1,0,0,4,0,0,9.8,27,,1,0,4,8,14,447.67,1,26,5.8,149.4,1,27.05,728.55,1,0,0,0,1,0,0,4,0,0,0,0,1,17,1,1,1,1,0
2969-ODPCDX-5DC,2,1,1,24,17,6,0,1,0,29,14,1.39258,2.66742,1,0,1,12,0,1,0,1,0,-1,-1,1,14,,0,1,4,5,11,279.95,1,11,3.95,42.4,1,19.65,172.75,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,1,0,0
4974-FUBHDF-Z7L,3,1,1,77,15,1,0,26,1,11,10.2,0.255816,0.866184,0,0,1,2,0,2,0,1,2,1,0,3.1,21,,1,0,2,39,10,194.95,1,72,89.45,6495.7,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,23,0,0,0,0,1
2525-OSULNV-0KS,5,3,0,36,19,1,1,3,0,30,15.5,0.41385,4.23615,0,0,1,7,0,0,0,1,3,1,0,13.1,24,,1,1,1,10,11,300.97,0,37,6.7,233.85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,15,1,1,1,0,0
4973-FHPBZQ-AAA,3,5,0,55,14,3,0,23,0,80,6.5,0.0312,5.1688,0,0,1,9,2,0,0,1,4,1,0,35,25,,0,0,2,21,11,394.02,0,47,12.25,524.4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,25,1,0,1,0,1
4726-RQKGNB-WAK,2,2,1,60,18,1,0,13,0,51,7.8,1.209312,2.768688,0,1,2,2,2,0,0,0,2,1,0,25.2,26,,1,0,4,38,9,112.47,1,71,36.35,2586.85,1,55.15,4064.25,1,1,55.8,3819.5,1,1,1,4,0,0,1,0,1,20,1,1,1,1,1
6592-QBSENI-6Y4,1,1,1,59,8,2,1,4,0,30,2.8,0.26292,0.57708,0,1,4,1,0,1,0,0,0,-1,-1,1,15,,1,0,2,2,11,342.17,0,3,5.5,19.35,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,29,0,0,0,0,0
5538-DRGHIE-PF0,1,1,0,28,11,2,1,1,0,17,8.2,0.150552,1.243448,1,1,6,1,1,0,0,0,3,1,0,8.2,23,,1,1,3,7,10,381.14,1,16,7.85,116.3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,30,0,0,1,0,0
3550-PQUPPM-42T,3,3,0,53,20,2,0,11,0,141,9.9,9.589833,4.369167,0,1,3,1,0,1,0,1,0,-1,-1,1,23,,1,1,4,13,11,445.9,0,36,3.4,122,1,49.25,1693.6,1,1,61.25,2209.2,1,1,1,3,1,1,1,1,1,10,1,1,1,1,0
9809-NBCXAS-1RB,4,5,0,36,12,2,0,5,0,45,8.3,0.88893,2.84607,1,0,2,3,0,0,3,0,3,1,0,21.2,26,,1,1,4,13,13,461.15,0,38,6.75,244.7,1,27.4,1123.6,0,0,0,0,1,0,0,3,0,0,0,0,1,29,1,1,1,0,0
8733-EDAXNE-8DV,3,1,0,47,20,5,0,17,0,137,13.7,3.303344,15.465656,0,1,2,2,2,0,0,1,1,1,1,78.1,21,,0,1,1,29,8,416.12,0,69,22.05,1473.3,1,44.85,2973,1,1,36.45,2475.25,1,1,1,3,0,1,0,0,1,22,1,1,1,0,1
8170-YHWTSQ-825,5,2,0,75,11,2,0,2,1,10,2.4,0.03888,0.20112,0,0,1,1,1,0,0,0,1,1,0,4.9,24,,0,0,4,23,17,197.27,0,46,19.8,884.75,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,21,1,0,0,0,1
1144-GVCZDP-8DV,2,3,1,49,22,1,1,3,0,73,9.2,1.437224,5.278776,0,1,5,13,2,0,0,1,1,1,1,33.9,19,,0,1,4,13,4,78.22,1,31,7,238,1,57.25,1740.25,0,1,62.3,1879.25,1,1,1,4,0,0,0,0,1,22,1,1,1,1,0
8846-JJEGFU-I69,1,1,1,59,13,1,0,15,0,63,6,0.59346,3.18654,0,0,1,0,0,0,0,0,1,1,0,36.2,16,,1,0,4,13,9,283.59,0,41,13,479,0,0,0,1,1,19.35,764.35,0,0,0,2,1,1,1,1,0,13,1,1,1,1,0
4226-TEHKPJ-GKG,1,2,1,55,12,3,0,10,0,50,5.1,1.0863,1.4637,0,1,3,0,0,0,0,1,2,1,0,31.8,21,,1,0,1,22,11,501.11,0,49,9.3,465.5,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,29,0,0,0,0,1
9714-LCYJJB-SCS,5,2,0,25,14,1,0,1,0,50,10.5,1.218,4.032,1,0,5,1,0,1,0,0,0,-1,-1,1,15,,0,1,4,7,11,391.97,1,46,14.45,659.35,1,29.75,1319.5,1,0,0,0,1,1,0,2,0,0,0,0,0,22,1,0,1,0,1
2866-TTOTKL-TA7,5,4,0,78,11,3,0,30,1,28,9.8,1.635424,1.108576,0,1,2,9,0,0,0,0,2,1,0,15.8,34,,0,1,2,14,5,163.72,0,31,5,133.35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1
7217-UECHSF-PCR,1,1,1,48,11,2,0,2,0,23,18.7,2.051577,2.249423,1,0,2,9,0,0,0,1,2,1,0,9.3,23,,0,0,5,11,11,268.09,1,23,6.5,169.8,0,0,0,1,1,19.7,387.9,0,0,0,1,1,1,1,1,0,28,1,0,0,0,0
0197-AMEAYR-851,5,1,0,47,19,2,0,1,0,75,2.2,0.1023,1.5477,0,1,2,6,0,0,0,0,1,1,1,46.1,22,,0,1,1,15,14,333.68,0,21,6.15,141.25,1,26.35,516.3,1,0,0,0,0,0,0,0,0,0,0,0,1,19,1,1,0,0,0
1743-WAHPKT-DNW,5,1,0,75,10,2,0,11,0,28,3.3,0.394548,0.529452,0,1,2,0,0,0,0,1,1,1,0,13.8,20,,1,0,1,3,10,453.52,0,16,4.3,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,0,0,0,0,0
9840-VEWFQZ-W5V,3,1,1,43,19,2,0,4,0,33,12.6,2.116422,2.041578,0,1,2,5,0,0,0,1,1,1,1,17.2,22,,1,1,4,9,14,272.44,1,27,6.65,201.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1,0,0
6203-JLXPIJ-YQZ,5,5,0,45,10,6,0,15,0,44,13.6,0.98736,4.99664,0,1,5,1,1,0,0,1,1,1,1,30.9,39,,1,0,3,27,9,283.72,1,62,16.15,1016.85,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,0,0,0,0,0
4166-WEDNXN-5RK,5,4,0,21,16,3,0,0,0,31,9.2,0.77004,2.08196,1,0,1,6,1,0,0,0,2,1,0,16,25,,0,1,4,3,9,196.56,1,13,4.75,47.55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,1,0,0
4643-WSLHBV-DM5,2,1,0,53,21,3,0,19,0,284,9.4,15.456984,11.239016,1,0,1,2,0,0,2,1,2,1,0,92.4,29,,1,1,4,30,12,1010.34,0,48,13.35,661.55,0,0,0,1,1,57.05,2716.6,1,1,1,3,1,1,1,1,1,13,1,1,1,1,1
1441-JNZRPW-8KQ,3,3,1,30,13,6,0,8,0,49,2.1,0.193452,0.835548,0,0,1,2,2,0,0,1,3,1,0,28.8,34,,0,1,2,2,12,221.56,0,3,4.05,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,1,1,0,0
5811-BKUTYY-F7I,2,1,1,58,19,6,0,18,1,15,7.6,0.08436,1.05564,0,0,1,4,0,0,0,0,1,1,1,9.2,20,,0,1,3,19,4,65.08,0,42,16.55,710.95,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,16,1,1,0,0,0
0926-OZQUQX-GXA,2,2,0,35,11,1,1,5,0,17,2.3,0.254932,0.136068,1,1,4,4,0,0,0,1,1,1,1,11.4,24,,0,0,4,17,12,192.19,1,48,12.9,555.75,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,26,1,0,0,0,1
5007-HXEVVL-NW5,3,2,1,48,14,1,0,14,0,83,11.3,4.820806,4.558194,0,1,2,7,0,1,0,1,1,1,1,36,26,,1,0,4,12,8,220.46,1,37,5.6,221.2,1,49.85,1886.7,1,1,50,1710.15,1,1,1,4,1,1,1,1,1,22,1,1,1,1,0
8101-YOBRYX-REF,3,3,1,57,15,1,0,8,0,82,34.2,1.12176,26.92224,1,0,1,0,0,0,0,1,4,1,1,53.2,18,,0,0,3,9,12,371.81,1,18,5.75,107.95,0,0,0,0,1,21,351.7,0,1,0,2,1,0,0,1,0,12,1,1,1,0,0
8267-UTARFV-TZK,4,1,1,61,20,3,0,11,0,62,2.3,0.537602,0.888398,0,1,4,2,0,2,0,1,0,-1,-1,1,23,,0,1,1,12,10,415.8,1,30,5.6,174.05,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,18,0,1,0,0,0
4432-KMTQXO-788,5,4,1,56,19,1,0,6,0,138,7,4.47258,5.18742,0,1,2,0,0,0,0,0,5,1,0,67.8,19,,0,1,4,35,10,693.8,1,66,22.05,1442.05,1,48.05,3054.8,1,1,60.5,4054.25,1,1,1,2,1,1,1,1,1,14,1,1,1,1,1
9172-WITHKP-BXZ,2,1,1,29,17,2,0,1,0,35,5.7,1.079295,0.915705,0,1,2,0,0,0,0,0,3,0,1,16.8,20,,0,1,3,11,15,363,1,57,17.05,934,0,0,0,1,1,43.15,2437.2,1,1,0,1,1,1,1,1,1,22,1,1,1,0,1
1114-UELZXT-QT7,4,1,1,68,11,4,0,36,1,35,12.2,0.74298,3.52702,0,1,2,0,0,0,0,0,2,1,0,13.9,19,,1,0,1,30,4,145.59,0,64,17.7,1114,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,21,0,0,0,1,1
0992-DNDKIT-CUP,5,3,0,22,16,6,0,0,0,20,5.2,0.27976,0.76024,1,1,4,3,3,0,0,0,0,-1,-1,1,19,,1,1,4,4,16,482.3,1,29,7.2,220.9,1,21.4,559.85,0,0,0,0,0,0,0,4,0,0,0,0,1,18,1,1,1,0,0
2654-JRLXAI-HC7,2,1,1,46,10,1,0,5,0,25,7.7,0.4774,1.4476,0,0,1,6,0,0,0,0,2,1,0,13.4,26,,1,1,2,16,7,138.95,0,31,9.2,322.5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,20,0,0,0,0,1
0405-BACHZT-AYK,4,1,0,24,17,1,0,0,0,33,3.9,0.428571,0.858429,0,1,3,1,1,0,0,1,2,1,1,16.8,30,,0,0,4,6,12,188.52,0,5,5.95,38.25,1,41.85,163.4,0,1,25.4,89.6,0,1,0,4,0,0,0,0,1,22,1,1,1,1,0
4939-KCMADL-HLM,3,2,1,78,16,2,0,18,1,32,23.1,3.171168,4.220832,0,1,2,9,0,0,0,0,1,0,0,14.8,22,,0,0,2,19,11,176.2,0,39,6.75,234.75,0,0,0,1,1,32.2,1224.05,1,1,1,0,1,1,1,1,0,20,1,0,0,1,0
4724-UVMKNV-Z1I,2,2,0,73,10,1,0,31,1,16,3,0.29856,0.18144,0,1,4,5,0,0,0,0,2,0,0,7,19,,0,0,1,33,11,303.73,0,66,19.1,1231.75,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,1
4231-HZEXGK-HRI,4,3,1,26,20,1,0,0,0,64,3.9,0.391872,2.104128,1,0,1,2,1,1,0,0,2,1,0,27.3,33,,1,0,4,3,14,410.78,1,8,2.05,15.45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0
4979-WSWKYV-BSV,2,1,1,44,15,3,0,7,0,31,14.8,2.105892,2.482108,0,0,1,12,0,0,0,0,3,1,1,13.5,21,,0,1,1,21,9,420.48,0,52,12.25,629.55,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,24,1,0,0,0,0
7245-IUATZR-VLV,5,1,0,30,12,2,0,1,0,18,14.5,0.79866,1.81134,0,1,4,0,0,0,0,0,5,1,0,10.2,21,,0,1,2,12,10,263.55,1,27,3.2,86.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1
2041-WAUPOH-84L,1,4,0,44,8,2,0,9,0,41,3.1,0.151249,1.119751,0,0,1,0,0,0,0,0,2,1,0,16.4,32,,0,1,2,9,10,321.19,0,14,5.7,75.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,0,1,0,0
5472-GUGMBS-ZVK,3,2,1,21,12,3,1,1,0,22,2.7,0.275616,0.318384,1,1,2,0,0,0,0,1,3,1,0,11.5,29,,0,1,5,3,16,461.03,1,6,4.55,26.35,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,17,1,0,0,0,0
1811-FUILIP-L3S,3,1,1,62,9,5,1,31,1,14,15,0.5754,1.5246,0,1,2,3,0,1,0,1,3,0,1,5.1,18,,0,0,2,37,7,79.75,0,70,41.75,2817.05,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,16,0,0,0,0,1
2687-GRSYRT-YRW,4,3,0,33,14,2,1,4,0,82,6.9,3.745596,1.912404,0,1,2,5,0,0,0,1,2,0,1,58.4,30,,0,1,1,8,9,328.19,0,21,4.45,81.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,1,0,1,0,1
9184-ABVZGX-Z4V,2,1,0,65,17,2,1,7,0,91,0.3,0.094731,0.178269,0,0,1,0,0,0,0,1,1,0,0,53.9,17,,1,1,1,36,11,451.73,1,68,22,1487.15,1,55.95,3887.2,1,1,84.85,5602.9,1,1,1,4,1,0,0,0,1,17,1,0,1,1,1
9891-ZXATIA-55Z,3,2,0,38,16,6,0,10,0,74,4.7,0.699078,2.778922,0,1,2,0,0,0,0,1,5,1,1,36.5,27,,1,1,1,15,9,748.95,1,36,14.1,521.9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,18,0,1,0,0,0
6246-WBWHHS-GFB,4,3,1,34,15,2,0,3,0,46,2.1,0.358386,0.607614,0,0,2,2,2,0,0,1,3,1,0,17.5,28,,0,1,1,14,6,141.63,1,31,10.8,354.45,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,20,1,1,1,0,0
2212-AOYDMW-0ZV,2,2,0,78,20,1,1,13,1,14,8.2,0.307664,0.840336,0,1,2,4,0,0,0,1,2,0,0,8,25,,0,0,4,39,9,242.81,0,72,35.8,2537.2,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,16,1,0,0,0,1
8268-VLELYK-IJK,5,3,1,47,10,3,0,17,0,68,22,5.40056,9.55944,1,0,1,0,0,0,0,1,4,1,1,40.5,26,,0,0,2,16,16,528.81,0,28,7.95,213.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
6023-TINSQC-7T4,3,3,1,60,19,6,0,22,0,101,7.2,1.498032,5.773968,0,1,2,2,0,1,1,0,2,1,0,39.7,30,,1,1,1,12,9,1260.83,1,14,10.1,121.55,1,39.05,494.8,1,1,22.65,271.75,1,1,1,4,0,1,1,1,1,17,1,0,0,1,0
2332-AAKERL-PNS,3,4,1,61,17,1,0,7,0,121,9.1,4.085081,6.925919,0,1,2,5,0,2,3,1,2,1,0,67.7,28,,1,1,2,31,13,296.33,0,60,9.5,540,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,19,0,0,0,0,1
8888-ERPHEF-H3V,4,5,1,77,11,3,0,23,1,19,15.3,0.866286,2.040714,0,0,1,8,0,0,0,0,2,0,0,9.8,30,,0,1,3,13,5,91.4,0,32,5.05,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,1
0213-HSPXOI-LYR,5,5,1,21,16,5,0,0,0,30,13.5,1.22715,2.82285,1,1,4,0,0,0,0,1,2,1,1,9.9,31,,0,1,4,4,17,545.92,1,10,4.7,52.35,1,24.7,190.85,0,0,0,0,0,0,0,2,0,0,0,0,1,20,1,1,1,0,0
9095-NXHCNI-HXG,3,3,1,31,19,1,0,1,0,43,2.1,0.706146,0.196854,1,0,3,4,0,0,0,0,3,1,1,28.5,37,,0,0,4,1,10,308.96,0,2,4.3,6.3,1,32.85,42.85,1,1,28.75,22.3,0,1,1,2,1,1,1,1,1,16,1,1,1,0,0
4115-RQKQTM-RXB,1,4,0,74,11,1,0,26,1,18,1.4,0.054432,0.197568,0,0,1,7,0,0,0,0,7,0,0,11,32,,1,0,5,23,8,241.67,0,50,14.8,708.25,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,24,0,0,0,0,1
4730-MCQYEE-7XQ,4,2,1,27,20,2,0,0,0,42,16.4,1.370712,5.517288,0,1,4,2,0,2,0,0,2,1,0,17.8,27,,0,1,4,9,12,388.44,1,41,15.65,580.35,1,49,2046.8,1,1,49.25,2032.4,1,1,1,4,1,1,0,1,1,20,1,1,1,0,1
4048-TDAQGT-9Y6,1,2,0,64,10,6,0,36,0,327,11.7,15.533154,22.725846,0,1,2,0,0,0,0,0,2,1,0,85.8,23,,0,1,1,40,9,784.81,0,72,100.7,7400.85,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,16,1,0,0,0,1
4336-AZJUON-KO0,5,4,0,72,18,1,0,9,0,30,6.9,0.17595,1.89405,0,1,2,3,0,0,0,1,2,1,0,12.8,20,,0,1,2,13,6,88.78,0,40,12.4,507.25,0,0,0,0,0,0,0,1,0,1,2,1,0,1,1,0,24,1,1,0,1,1
5495-XNMJLP-GBP,4,4,0,66,16,1,0,21,1,96,15.6,8.326656,6.649344,0,1,2,0,0,0,0,1,2,1,1,44.1,31,,0,1,2,38,13,420.63,0,70,24.55,1858.25,0,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,22,1,0,1,0,1
9844-JTMVSQ-J5G,3,2,0,55,16,5,0,29,0,143,10.9,9.66394,5.92306,0,0,1,0,0,0,0,1,5,1,0,94.8,23,,0,1,1,37,11,995.5,0,69,18.5,1286.1,1,54.4,3676.2,1,0,0,0,1,1,0,1,1,1,1,1,1,21,1,1,0,1,1
6960-IEHYJM-SCB,5,1,1,20,15,2,0,0,0,25,6.8,0.9061,0.7939,1,0,1,0,0,0,0,0,2,1,0,14.7,32,,0,0,4,2,5,99.34,1,7,3.65,29.1,1,35.95,210.55,1,1,30.8,186,1,1,1,2,0,1,1,1,1,33,1,1,1,1,0
